county,candidate,party,office,district,votes
Medina,Barack Obama,Democratic,President,,38785
Medina,Jill Reed,,President,,0
Medina,Platt Robertson,,President,,0
Medina,Mitt Romney,Republican,President,,50418
Medina,Jill Stein,Green,President,,326
Medina,Randall Terry,,President,,0
Medina,Mike Vargo,,President,,0
Meigs,Stewart Alexander,Socialist,President,,13
Meigs,Susan Daniels,,President,,0
Meigs,Richard Duncan,Independent,President,,66
Meigs,Virgil Goode,Constitution,President,,36
Meigs,Gary Johnson,Libertarian,President,,111
Meigs,Nelson Keyton,,President,,0
Meigs,Barack Obama,Democratic,President,,4027
Meigs,Jill Reed,,President,,0
Meigs,Platt Robertson,,President,,0
Meigs,Mitt Romney,Republican,President,,5895
Meigs,Jill Stein,Green,President,,70
Meigs,Randall Terry,,President,,0
Meigs,Mike Vargo,,President,,0
Mercer,Stewart Alexander,Socialist,President,,23
Mercer,Susan Daniels,,President,,0
Mercer,Richard Duncan,Independent,President,,65
Mercer,Virgil Goode,Constitution,President,,42
Mercer,Gary Johnson,Libertarian,President,,142
Mercer,Nelson Keyton,,President,,0
Mercer,Barack Obama,Democratic,President,,4745
Mercer,Jill Reed,,President,,0
Mercer,Platt Robertson,,President,,0
Mercer,Mitt Romney,Republican,President,,16561
Mercer,Jill Stein,Green,President,,83
Mercer,Randall Terry,,President,,0
Mercer,Mike Vargo,,President,,0
Miami,Stewart Alexander,Socialist,President,,39
Miami,Susan Daniels,,President,,0
Miami,Richard Duncan,Independent,President,,121
Miami,Virgil Goode,Constitution,President,,89
Miami,Gary Johnson,Libertarian,President,,554
Miami,Nelson Keyton,,President,,0
Miami,Barack Obama,Democratic,President,,16383
Miami,Jill Reed,,President,,0
Miami,Platt Robertson,,President,,0
Miami,Mitt Romney,Republican,President,,34606
Miami,Jill Stein,Green,President,,144
Miami,Randall Terry,,President,,0
Miami,Mike Vargo,,President,,0
Monroe,Stewart Alexander,Socialist,President,,8
Monroe,Susan Daniels,,President,,0
Monroe,Richard Duncan,Independent,President,,56
Monroe,Virgil Goode,Constitution,President,,37
Monroe,Gary Johnson,Libertarian,President,,48
Monroe,Nelson Keyton,,President,,0
Monroe,Barack Obama,Democratic,President,,3035
Monroe,Jill Reed,,President,,0
Monroe,Platt Robertson,,President,,0
Monroe,Mitt Romney,Republican,President,,3548
Monroe,Jill Stein,Green,President,,47
Monroe,Randall Terry,,President,,0
Monroe,Mike Vargo,,President,,0
Montgomery,Stewart Alexander,Socialist,President,,172
Montgomery,Susan Daniels,,President,,0
Montgomery,Richard Duncan,Independent,President,,438
Montgomery,Virgil Goode,Constitution,President,,365
Montgomery,Gary Johnson,Libertarian,President,,2548
Montgomery,Nelson Keyton,,President,,0
Montgomery,Barack Obama,Democratic,President,,137139
Montgomery,Jill Reed,,President,,0
Montgomery,Platt Robertson,,President,,0
Montgomery,Mitt Romney,Republican,President,,124841
Montgomery,Jill Stein,Green,President,,775
Montgomery,Randall Terry,,President,,0
Montgomery,Mike Vargo,,President,,0
Morgan,Stewart Alexander,Socialist,President,,10
Morgan,Susan Daniels,,President,,0
Morgan,Richard Duncan,Independent,President,,31
Morgan,Virgil Goode,Constitution,President,,24
Morgan,Gary Johnson,Libertarian,President,,42
Morgan,Nelson Keyton,,President,,0
Morgan,Barack Obama,Democratic,President,,2814
Morgan,Jill Reed,,President,,0
Morgan,Platt Robertson,,President,,0
Morgan,Mitt Romney,Republican,President,,3179
Morgan,Jill Stein,Green,President,,27
Morgan,Randall Terry,,President,,2
Morgan,Mike Vargo,,President,,0
Morrow,Stewart Alexander,Socialist,President,,22
Morrow,Susan Daniels,,President,,0
Morrow,Richard Duncan,Independent,President,,70
Morrow,Virgil Goode,Constitution,President,,39
Morrow,Gary Johnson,Libertarian,President,,174
Morrow,Nelson Keyton,,President,,0
Morrow,Barack Obama,Democratic,President,,5933
Morrow,Jill Reed,,President,,0
Morrow,Platt Robertson,,President,,0
Morrow,Mitt Romney,Republican,President,,9865
Morrow,Jill Stein,Green,President,,79
Morrow,Randall Terry,,President,,0
Morrow,Mike Vargo,,President,,2
Muskingum,Stewart Alexander,Socialist,President,,35
Muskingum,Susan Daniels,,President,,0
Muskingum,Richard Duncan,Independent,President,,158
Muskingum,Virgil Goode,Constitution,President,,89
Muskingum,Gary Johnson,Libertarian,President,,352
Muskingum,Nelson Keyton,,President,,0
Muskingum,Barack Obama,Democratic,President,,17002
Muskingum,Jill Reed,,President,,0
Muskingum,Platt Robertson,,President,,0
Muskingum,Mitt Romney,Republican,President,,19264
Muskingum,Jill Stein,Green,President,,185
Muskingum,Randall Terry,,President,,0
Muskingum,Mike Vargo,,President,,1
Noble,Stewart Alexander,Socialist,President,,4
Noble,Susan Daniels,,President,,0
Noble,Richard Duncan,Independent,President,,52
Noble,Virgil Goode,Constitution,President,,16
Noble,Gary Johnson,Libertarian,President,,62
Noble,Nelson Keyton,,President,,0
Noble,Barack Obama,Democratic,President,,2131
Noble,Jill Reed,,President,,0
Noble,Platt Robertson,,President,,0
Noble,Mitt Romney,Republican,President,,3563
Noble,Jill Stein,Green,President,,44
Noble,Randall Terry,,President,,0
Noble,Mike Vargo,,President,,0
Ottawa,Stewart Alexander,Socialist,President,,9
Ottawa,Susan Daniels,,President,,0
Ottawa,Richard Duncan,Independent,President,,56
Ottawa,Virgil Goode,Constitution,President,,32
Ottawa,Gary Johnson,Libertarian,President,,220
Ottawa,Nelson Keyton,,President,,0
Ottawa,Barack Obama,Democratic,President,,11503
Ottawa,Jill Reed,,President,,0
Ottawa,Platt Robertson,,President,,0
Ottawa,Mitt Romney,Republican,President,,10538
Ottawa,Jill Stein,Green,President,,97
Ottawa,Randall Terry,,President,,0
Ottawa,Mike Vargo,,President,,0
Paulding,Stewart Alexander,Socialist,President,,7
Paulding,Susan Daniels,,President,,0
Paulding,Richard Duncan,Independent,President,,47
Paulding,Virgil Goode,Constitution,President,,33
Paulding,Gary Johnson,Libertarian,President,,101
Paulding,Nelson Keyton,,President,,0
Paulding,Barack Obama,Democratic,President,,3538
Paulding,Jill Reed,,President,,0
Paulding,Platt Robertson,,President,,0
Paulding,Mitt Romney,Republican,President,,5354
Paulding,Jill Stein,Green,President,,48
Paulding,Randall Terry,,President,,0
Paulding,Mike Vargo,,President,,0
Perry,Stewart Alexander,Socialist,President,,15
Perry,Susan Daniels,,President,,0
Perry,Richard Duncan,Independent,President,,63
Perry,Virgil Goode,Constitution,President,,49
Perry,Gary Johnson,Libertarian,President,,120
Perry,Nelson Keyton,,President,,0
Perry,Barack Obama,Democratic,President,,7033
Perry,Jill Reed,,President,,0
Perry,Platt Robertson,,President,,0
Perry,Mitt Romney,Republican,President,,7627
Perry,Jill Stein,Green,President,,76
Perry,Randall Terry,,President,,0
Perry,Mike Vargo,,President,,0
Pickaway,Stewart Alexander,Socialist,President,,18
Pickaway,Susan Daniels,,President,,0
Pickaway,Richard Duncan,Independent,President,,56
Pickaway,Virgil Goode,Constitution,President,,48
Pickaway,Gary Johnson,Libertarian,President,,206
Pickaway,Nelson Keyton,,President,,0
Pickaway,Barack Obama,Democratic,President,,9684
Pickaway,Jill Reed,,President,,0
Pickaway,Platt Robertson,,President,,0
Pickaway,Mitt Romney,Republican,President,,14037
Pickaway,Jill Stein,Green,President,,74
Pickaway,Randall Terry,,President,,0
Pickaway,Mike Vargo,,President,,0
Pike,Stewart Alexander,Socialist,President,,12
Pike,Susan Daniels,,President,,0
Pike,Richard Duncan,Independent,President,,51
Pike,Virgil Goode,Constitution,President,,28
Pike,Gary Johnson,Libertarian,President,,77
Pike,Nelson Keyton,,President,,0
Pike,Barack Obama,Democratic,President,,5684
Pike,Jill Reed,,President,,0
Pike,Platt Robertson,,President,,0
Pike,Mitt Romney,Republican,President,,5685
Pike,Jill Stein,Green,President,,44
Pike,Randall Terry,,President,,0
Pike,Mike Vargo,,President,,0
Portage,Stewart Alexander,Socialist,President,,63
Portage,Susan Daniels,,President,,0
Portage,Richard Duncan,Independent,President,,196
Portage,Virgil Goode,Constitution,President,,125
Portage,Gary Johnson,Libertarian,President,,844
Portage,Nelson Keyton,,President,,0
Portage,Barack Obama,Democratic,President,,39453
Portage,Jill Reed,,President,,0
Portage,Platt Robertson,,President,,0
Portage,Mitt Romney,Republican,President,,35242
Portage,Jill Stein,Green,President,,316
Portage,Randall Terry,,President,,0
Portage,Mike Vargo,,President,,0
Preble,Stewart Alexander,Socialist,President,,10
Preble,Susan Daniels,,President,,0
Preble,Richard Duncan,Independent,President,,63
Preble,Virgil Goode,Constitution,President,,36
Preble,Gary Johnson,Libertarian,President,,230
Preble,Nelson Keyton,,President,,0
Preble,Barack Obama,Democratic,President,,6211
Preble,Jill Reed,,President,,0
Preble,Platt Robertson,,President,,0
Preble,Mitt Romney,Republican,President,,13535
Preble,Jill Stein,Green,President,,82
Preble,Randall Terry,,President,,0
Preble,Mike Vargo,,President,,0
Putnam,Stewart Alexander,Socialist,President,,13
Putnam,Susan Daniels,,President,,0
Putnam,Richard Duncan,Independent,President,,58
Putnam,Virgil Goode,Constitution,President,,30
Putnam,Gary Johnson,Libertarian,President,,160
Putnam,Nelson Keyton,,President,,0
Putnam,Barack Obama,Democratic,President,,4318
Putnam,Jill Reed,,President,,0
Putnam,Platt Robertson,,President,,0
Putnam,Mitt Romney,Republican,President,,13721
Putnam,Jill Stein,Green,President,,71
Putnam,Randall Terry,,President,,0
Putnam,Mike Vargo,,President,,0
Richland,Stewart Alexander,Socialist,President,,57
Richland,Susan Daniels,,President,,1
Richland,Richard Duncan,Independent,President,,213
Richland,Virgil Goode,Constitution,President,,140
Richland,Gary Johnson,Libertarian,President,,503
Richland,Nelson Keyton,,President,,0
Richland,Barack Obama,Democratic,President,,22687
Richland,Jill Reed,,President,,0
Richland,Platt Robertson,,President,,0
Richland,Mitt Romney,Republican,President,,33867
Richland,Jill Stein,Green,President,,245
Richland,Randall Terry,,President,,0
Richland,Mike Vargo,,President,,2
Ross,Stewart Alexander,Socialist,President,,18
Ross,Susan Daniels,,President,,0
Ross,Richard Duncan,Independent,President,,85
Ross,Virgil Goode,Constitution,President,,75
Ross,Gary Johnson,Libertarian,President,,223
Ross,Nelson Keyton,,President,,0
Ross,Barack Obama,Democratic,President,,14569
Ross,Jill Reed,,President,,0
Ross,Platt Robertson,,President,,0
Ross,Mitt Romney,Republican,President,,15008
Ross,Jill Stein,Green,President,,105
Ross,Randall Terry,,President,,0
Ross,Mike Vargo,,President,,0
Sandusky,Stewart Alexander,Socialist,President,,27
Sandusky,Susan Daniels,,President,,0
Sandusky,Richard Duncan,Independent,President,,123
Sandusky,Virgil Goode,Constitution,President,,60
Sandusky,Gary Johnson,Libertarian,President,,324
Sandusky,Nelson Keyton,,President,,0
Sandusky,Barack Obama,Democratic,President,,14541
Sandusky,Jill Reed,,President,,0
Sandusky,Platt Robertson,,President,,0
Sandusky,Mitt Romney,Republican,President,,13755
Sandusky,Jill Stein,Green,President,,162
Sandusky,Randall Terry,,President,,0
Sandusky,Mike Vargo,,President,,0
Scioto,Stewart Alexander,Socialist,President,,23
Scioto,Susan Daniels,,President,,0
Scioto,Richard Duncan,Independent,President,,151
Scioto,Virgil Goode,Constitution,President,,53
Scioto,Gary Johnson,Libertarian,President,,211
Scioto,Nelson Keyton,,President,,0
Scioto,Barack Obama,Democratic,President,,15077
Scioto,Jill Reed,,President,,0
Scioto,Platt Robertson,,President,,0
Scioto,Mitt Romney,Republican,President,,15492
Scioto,Jill Stein,Green,President,,154
Scioto,Randall Terry,,President,,0
Scioto,Mike Vargo,,President,,0
Seneca,Stewart Alexander,Socialist,President,,27
Seneca,Susan Daniels,,President,,0
Seneca,Richard Duncan,Independent,President,,118
Seneca,Virgil Goode,Constitution,President,,69
Seneca,Gary Johnson,Libertarian,President,,316
Seneca,Nelson Keyton,,President,,0
Seneca,Barack Obama,Democratic,President,,11353
Seneca,Jill Reed,,President,,0
Seneca,Platt Robertson,,President,,0
Seneca,Mitt Romney,Republican,President,,13243
Seneca,Jill Stein,Green,President,,136
Seneca,Randall Terry,,President,,0
Seneca,Mike Vargo,,President,,0
Shelby,Stewart Alexander,Socialist,President,,15
Shelby,Susan Daniels,,President,,0
Shelby,Richard Duncan,Independent,President,,74
Shelby,Virgil Goode,Constitution,President,,38
Shelby,Gary Johnson,Libertarian,President,,178
Shelby,Nelson Keyton,,President,,0
Shelby,Barack Obama,Democratic,President,,6343
Shelby,Jill Reed,,President,,1
Shelby,Platt Robertson,,President,,0
Shelby,Mitt Romney,Republican,President,,17142
Shelby,Jill Stein,Green,President,,75
Shelby,Randall Terry,,President,,0
Shelby,Mike Vargo,,President,,0
Stark,Stewart Alexander,Socialist,President,,178
Stark,Susan Daniels,,President,,0
Stark,Richard Duncan,Independent,President,,592
Stark,Virgil Goode,Constitution,President,,371
Stark,Gary Johnson,Libertarian,President,,1588
Stark,Nelson Keyton,,President,,0
Stark,Barack Obama,Democratic,President,,89432
Stark,Jill Reed,,President,,1
Stark,Platt Robertson,,President,,0
Stark,Mitt Romney,Republican,President,,88581
Stark,Jill Stein,Green,President,,732
Stark,Randall Terry,,President,,0
Stark,Mike Vargo,,President,,2
Summit,Stewart Alexander,Socialist,President,,76
Summit,Susan Daniels,,President,,0
Summit,Richard Duncan,Independent,President,,458
Summit,Virgil Goode,Constitution,President,,310
Summit,Gary Johnson,Libertarian,President,,2059
Summit,Nelson Keyton,,President,,0
Summit,Barack Obama,Democratic,President,,153041
Summit,Jill Reed,,President,,0
Summit,Platt Robertson,,President,,0
Summit,Mitt Romney,Republican,President,,111001
Summit,Jill Stein,Green,President,,764
Summit,Randall Terry,,President,,0
Summit,Mike Vargo,,President,,0
Trumbull,Stewart Alexander,Socialist,President,,83
Trumbull,Susan Daniels,,President,,0
Trumbull,Richard Duncan,Independent,President,,336
Trumbull,Virgil Goode,Constitution,President,,177
Trumbull,Gary Johnson,Libertarian,President,,739
Trumbull,Nelson Keyton,,President,,0
Trumbull,Barack Obama,Democratic,President,,61672
Trumbull,Jill Reed,,President,,0
Trumbull,Platt Robertson,,President,,0
Trumbull,Mitt Romney,Republican,President,,38279
Trumbull,Jill Stein,Green,President,,432
Trumbull,Randall Terry,,President,,1
Trumbull,Mike Vargo,,President,,0
Tuscarawas,Stewart Alexander,Socialist,President,,51
Tuscarawas,Susan Daniels,,President,,0
Tuscarawas,Richard Duncan,Independent,President,,189
Tuscarawas,Virgil Goode,Constitution,President,,114
Tuscarawas,Gary Johnson,Libertarian,President,,435
Tuscarawas,Nelson Keyton,,President,,0
Tuscarawas,Barack Obama,Democratic,President,,18407
Tuscarawas,Jill Reed,,President,,0
Tuscarawas,Platt Robertson,,President,,0
Tuscarawas,Mitt Romney,Republican,President,,22242
Tuscarawas,Jill Stein,Green,President,,175
Tuscarawas,Randall Terry,,President,,0
Tuscarawas,Mike Vargo,,President,,0
Union,Stewart Alexander,Socialist,President,,6
Union,Susan Daniels,,President,,0
Union,Richard Duncan,Independent,President,,53
Union,Virgil Goode,Constitution,President,,51
Union,Gary Johnson,Libertarian,President,,280
Union,Nelson Keyton,,President,,0
Union,Barack Obama,Democratic,President,,8805
Union,Jill Reed,,President,,0
Union,Platt Robertson,,President,,0
Union,Mitt Romney,Republican,President,,16289
Union,Jill Stein,Green,President,,83
Union,Randall Terry,,President,,0
Union,Mike Vargo,,President,,0
Van Wert,Stewart Alexander,Socialist,President,,0
Van Wert,Susan Daniels,,President,,0
Van Wert,Richard Duncan,Independent,President,,45
Van Wert,Virgil Goode,Constitution,President,,24
Van Wert,Gary Johnson,Libertarian,President,,95
Van Wert,Nelson Keyton,,President,,0
Van Wert,Barack Obama,Democratic,President,,4029
Van Wert,Jill Reed,,President,,0
Van Wert,Platt Robertson,,President,,0
Van Wert,Mitt Romney,Republican,President,,9585
Van Wert,Jill Stein,Green,President,,65
Van Wert,Randall Terry,,President,,0
Van Wert,Mike Vargo,,President,,0
Vinton,Stewart Alexander,Socialist,President,,3
Vinton,Susan Daniels,,President,,0
Vinton,Richard Duncan,Independent,President,,49
Vinton,Virgil Goode,Constitution,President,,20
Vinton,Gary Johnson,Libertarian,President,,62
Vinton,Nelson Keyton,,President,,0
Vinton,Barack Obama,Democratic,President,,2436
Vinton,Jill Reed,,President,,0
Vinton,Platt Robertson,,President,,0
Vinton,Mitt Romney,Republican,President,,2856
Vinton,Jill Stein,Green,President,,41
Vinton,Randall Terry,,President,,0
Vinton,Mike Vargo,,President,,0
Warren,Stewart Alexander,Socialist,President,,23
Warren,Susan Daniels,,President,,0
Warren,Richard Duncan,Independent,President,,156
Warren,Virgil Goode,Constitution,President,,124
Warren,Gary Johnson,Libertarian,President,,1011
Warren,Nelson Keyton,,President,,0
Warren,Barack Obama,Democratic,President,,32909
Warren,Jill Reed,,President,,0
Warren,Platt Robertson,,President,,0
Warren,Mitt Romney,Republican,President,,76564
Warren,Jill Stein,Green,President,,220
Warren,Randall Terry,,President,,0
Warren,Mike Vargo,,President,,0
Washington,Stewart Alexander,Socialist,President,,14
Washington,Susan Daniels,,President,,0
Washington,Richard Duncan,Independent,President,,123
Washington,Virgil Goode,Constitution,President,,58
Washington,Gary Johnson,Libertarian,President,,235
Washington,Nelson Keyton,,President,,0
Washington,Barack Obama,Democratic,President,,11651
Washington,Jill Reed,,President,,0
Washington,Platt Robertson,,President,,0
Washington,Mitt Romney,Republican,President,,17284
Washington,Jill Stein,Green,President,,134
Washington,Randall Terry,,President,,0
Washington,Mike Vargo,,President,,0
Wayne,Stewart Alexander,Socialist,President,,44
Wayne,Susan Daniels,,President,,0
Wayne,Richard Duncan,Independent,President,,179
Wayne,Virgil Goode,Constitution,President,,146
Wayne,Gary Johnson,Libertarian,President,,451
Wayne,Nelson Keyton,,President,,0
Wayne,Barack Obama,Democratic,President,,19808
Wayne,Jill Reed,,President,,0
Wayne,Platt Robertson,,President,,0
Wayne,Mitt Romney,Republican,President,,30251
Wayne,Jill Stein,Green,President,,184
Wayne,Randall Terry,,President,,1
Wayne,Mike Vargo,,President,,0
Williams,Stewart Alexander,Socialist,President,,9
Williams,Susan Daniels,,President,,0
Williams,Richard Duncan,Independent,President,,87
Williams,Virgil Goode,Constitution,President,,54
Williams,Gary Johnson,Libertarian,President,,148
Williams,Nelson Keyton,,President,,0
Williams,Barack Obama,Democratic,President,,7266
Williams,Jill Reed,,President,,0
Williams,Platt Robertson,,President,,0
Williams,Mitt Romney,Republican,President,,10047
Williams,Jill Stein,Green,President,,95
Williams,Randall Terry,,President,,0
Williams,Mike Vargo,,President,,0
Wood,Stewart Alexander,Socialist,President,,44
Wood,Susan Daniels,,President,,0
Wood,Richard Duncan,Independent,President,,117
Wood,Virgil Goode,Constitution,President,,62
Wood,Gary Johnson,Libertarian,President,,940
Wood,Nelson Keyton,,President,,0
Wood,Barack Obama,Democratic,President,,32802
Wood,Jill Reed,,President,,0
Wood,Platt Robertson,,President,,0
Wood,Mitt Romney,Republican,President,,29704
Wood,Jill Stein,Green,President,,279
Wood,Randall Terry,,President,,0
Wood,Mike Vargo,,President,,0
Wyandot,Stewart Alexander,Socialist,President,,12
Wyandot,Susan Daniels,,President,,0
Wyandot,Richard Duncan,Independent,President,,58
Wyandot,Virgil Goode,Constitution,President,,18
Wyandot,Gary Johnson,Libertarian,President,,99
Wyandot,Nelson Keyton,,President,,0
Wyandot,Barack Obama,Democratic,President,,4137
Wyandot,Jill Reed,,President,,0
Wyandot,Platt Robertson,,President,,0
Wyandot,Mitt Romney,Republican,President,,6180
Wyandot,Jill Stein,Green,President,,68
Wyandot,Randall Terry,,President,,0
Wyandot,Mike Vargo,,President,,0
